Scientific name,Family,Svenskt namn,Dyntaxa ID number,Establishment,Red-listed,Time of immigration,Index of invasive concern,Biodiversity relevance,Nectar production,Heat requirement,Cold requirement,Temp. optimum,Continentality,Light,Moisture,Soil reaction (pH),Nitrogen (N),Phosphorus (P),Salinity,Grazing/mowing,Soil disturbance,Longevity,Pollinator dependence,Phenology,Extreme phenology,Seed dormancy,Seed bank,Seed disperser,Nitrogen fixation,Photosynthetic pathway,Mycorrhiza,Carnivory,Parasitism,Unnamed: 34,1 Siliceous rock,2 Ultrabasic rock,3 Calcareous rock,4 Dry heath,5. Dry meadow,6 Steppic meadow,7 Sand steppe,8 Moist heath,9 Moist meadow,10 Moist calcareous meadow,11 Raised bog,12 Poor/acidic fen,13 Intermediate-rich fen,14 Rich/calcareous fen,15 Tall herb/sedge/reed meadow,16 Oligotrophic water & shores,17 Mesotrophic water & shores,18 Eutrophic water & shores,19 sandy/stony/rocky sea shores,20 Sea shore meadows,21 Base-poor wasteland,22 Base-rich wasteland,23. Arable land,24 Gravelly ground,25 Ruderal,"26 Hedgerows, thickets, wood-margins and groves",27 Heath-type deciduous forest,28 Intermediate deciduous forest,29 Herb-rich deciduous forest,30 Alnus glutinosa swamp,31 Fraxinus/Ulmus/Alnus incana swamp,32 Pinus/Betula swamp,33 Picea swamp,34 Heath-type coniferous forest,35 Vaccinium-type coniferous forest,36 Herb-rich coniferous forest,37 Cacareous conifer forest,38 Subalpine Betula forest
Saxifraga hirculus L.,Saxifragaceae,myrbräcka,1448.0,Resident,NT,0.0,0,2.0,3.0,3.0,7.0,12.0,7.0,7.0,9.0,8.0,2.0,2.0,1.0,6.0,5.0,4.0,1,,,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saxifraga hostii Tausch,Saxifragaceae,pyramidbräcka,223385.0,Resident,Not Red-listed,7.0,13,2.0,3.0,9.0,6.0,8.0,6.0,5.0,2.0,4.0,2.0,3.0,1.0,,,4.0,,,,,,Passive,0.0,C3,AM,0.0,0.0,,0,10,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saxifraga hypnoides L.,Saxifragaceae,mossbräcka,223386.0,Resident,Not Red-listed,5.0,10,3.0,3.0,5.0,10.0,12.0,1.0,5.0,4.0,6.0,2.0,3.0,1.0,3.0,,4.0,1ab,,,,,Passive,0.0,C3,AM,0.0,0.0,,0,5,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saxifraga oppositifolia L.,Saxifragaceae,purpurbräcka,223388.0,Resident,Not Red-listed,0.0,0,3.0,3.0,1.0,14.0,16.0,,6.0,4.0,7.0,1.0,1.0,1.0,5.0,6.0,4.0,,,,,2.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,5,0,0,3.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saxifraga osloënsis Knaben,Saxifragaceae,hällebräcka,1449.0,Resident,VU,0.0,0,2.0,3.0,10.0,7.0,8.0,6.0,5.0,2.0,8.0,3.0,1.0,1.0,4.0,7.0,1.0,,,,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,7,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Saxifraga rivularis L.,Saxifragaceae,snöbräcka,223390.0,Resident,Not Red-listed,0.0,0,2.0,3.0,1.0,16.0,17.0,,6.0,9.0,7.0,,2.0,1.0,,7.0,4.0,,,,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saxifraga sibthorpii Boiss.,Saxifragaceae,gyllenbräcka,223392.0,Resident,Not Red-listed,6.0,9.4,1.0,3.0,,,,,5.0,,7.0,,2.0,1.0,3.0,8.0,1.0,0c,,,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Saxifraga tridactylites L.,Saxifragaceae,grusbräcka,223395.0,Resident,Not Red-listed,0.0,0,2.0,3.0,10.0,2.0,4.0,4.0,6.0,2.0,8.0,2.0,2.0,1.0,5.0,8.0,1.0,0c,5.0,4.0,2,3.0,Adh,0.0,C3,AM,0.0,0.0,,0,0,4,0,0,2.0,1,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scabiosa canescens Waldst. & Kit.,Caprifoliaceae,luktvädd,1450.0,Resident,VU,0.0,0,4.0,6.0,13.0,5.0,6.0,6.0,7.0,2.0,8.0,2.0,1.0,1.0,5.0,3.0,4.0,1,10.0,3.0,,2.0,Adh,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,10,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scabiosa columbaria L.,Caprifoliaceae,fältvädd,221044.0,Resident,Not Red-listed,0.0,0,4.0,6.0,11.0,3.0,5.0,7.0,6.0,2.0,6.0,3.0,3.0,1.0,5.0,3.0,4.0,2,10.0,3.0,2,2.0,Adh,0.0,C3,AM,0.0,0.0,,0,1,2,0,1,3.0,2,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scabiosa ochroleuca L.,Caprifoliaceae,gulvädd,221045.0,Non-resident,Not Red-listed,,,4.0,6.0,12.0,3.0,4.0,7.0,7.0,3.0,7.0,3.0,2.0,1.0,5.0,,4.0,1,12.0,5.0,2,2.0,Adh,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scandix pecten-veneris L.,Apiaceae,nålkörvel,1451.0,Resident,EN,0.0,0,1.0,4.0,12.0,2.0,3.0,4.0,6.0,3.0,8.0,6.0,4.0,1.0,4.0,8.0,1.0,0c,7.0,2.0,2,2.0,Adh,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schedonorus arundinaceus (Schreb.) Dumort.,Poaceae,rörsvingel,222474.0,Resident,Not Red-listed,0.0,0,5.0,1.0,10.0,4.0,6.0,5.0,6.0,7.0,8.0,8.0,5.0,3.0,4.0,2.0,4.0,0b,10.0,3.0,,2.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,1,1,0,0,1,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schedonorus giganteus (L.) Holub,Poaceae,långsvingel,222477.0,Resident,Not Red-listed,0.0,0,5.0,1.0,10.0,4.0,6.0,4.0,3.0,5.0,6.0,7.0,4.0,1.0,3.0,6.0,4.0,0b,10.0,3.0,,1.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0
Schedonorus pratensis (Huds.) P. Beauv.,Poaceae,ängssvingel,222481.0,Resident,Not Red-listed,1.0,4,5.0,1.0,5.0,3.0,8.0,5.0,6.0,5.0,7.0,6.0,4.0,2.0,6.0,4.0,4.0,0b,9.0,2.0,,2.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,2,0.0,0,0.0,1,2,0.0,0.0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Scheuchzeria palustris L.,Scheuchzeriaceae,kallgräs,219607.0,Resident,Not Red-listed,0.0,0,1.0,1.0,6.0,8.0,11.0,5.0,7.0,8.0,1.0,2.0,2.0,1.0,3.0,2.0,4.0,0b,7.0,2.0,,,Water,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schoenoplectus lacustris (L.) Palla,Cyperaceae,säv,222659.0,Resident,Not Red-listed,0.0,0,1.0,1.0,6.0,2.0,6.0,6.0,7.0,12.0,5.0,6.0,4.0,2.0,3.0,2.0,4.0,0b,9.0,2.0,,1.0,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schoenoplectus tabernaemontani (C. C. Gmel.) Palla,Cyperaceae,blåsäv,222661.0,Resident,Not Red-listed,0.0,0,1.0,1.0,8.0,1.0,4.0,5.0,7.0,11.0,8.0,5.0,4.0,4.0,3.0,2.0,4.0,0b,9.0,2.0,4,1.0,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,1,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schoenus ferrugineus L.,Cyperaceae,axag,222662.0,Resident,Not Red-listed,0.0,0,1.0,1.0,7.0,6.0,9.0,5.0,7.0,8.0,8.0,2.0,1.0,2.0,5.0,2.0,4.0,0b,8.0,1.0,,2.0,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schoenus nigricans L.,Cyperaceae,knappag,222663.0,Resident,Not Red-listed,0.0,0,1.0,1.0,13.0,2.0,3.0,5.0,7.0,8.0,8.0,2.0,1.0,2.0,5.0,2.0,4.0,0b,8.0,1.0,,2.0,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scilla × allenii (G. Nicholson) Speta,Asparagaceae,hybridvårstjärna,219885.0,Non-resident,Not Red-listed,,,1.0,3.0,10.0,3.0,5.0,5.0,5.0,5.0,7.0,7.0,5.0,1.0,4.0,3.0,4.0,1,3.0,6.0,,,Myr,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Scilla bifolia L.,Asparagaceae,tidig blåstjärna,219887.0,Resident,Not Red-listed,6.0,10.4,2.0,3.0,10.0,3.0,5.0,5.0,4.0,6.0,6.0,6.0,4.0,1.0,4.0,3.0,4.0,1,3.0,6.0,,,Myr,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
Scilla forbesii (Baker) Speta,Asparagaceae,vårstjärna,219888.0,Resident,Not Red-listed,6.0,14,1.0,3.0,9.0,6.0,8.0,4.0,5.0,4.0,7.0,7.0,5.0,1.0,4.0,2.0,4.0,1,3.0,6.0,,,Myr,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0
Scilla luciliae (Boiss.) Speta,Asparagaceae,stor vårstjärna,219889.0,Resident,Not Red-listed,6.0,14,1.0,3.0,9.0,5.0,8.0,4.0,5.0,4.0,7.0,7.0,5.0,1.0,4.0,3.0,4.0,1,3.0,6.0,,,Myr,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
Scilla sardensis (Whittall ex Barr & Sugden) Speta,Asparagaceae,liten vårstjärna,219891.0,Resident,Not Red-listed,6.0,13,1.0,3.0,10.0,6.0,8.0,4.0,5.0,4.0,7.0,7.0,5.0,1.0,4.0,3.0,4.0,1,3.0,6.0,,,Myr,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Scirpus radicans Schkuhr,Cyperaceae,bågsäv,1464.0,Resident,NT,0.0,0,2.0,1.0,10.0,6.0,8.0,7.0,4.0,8.0,7.0,8.0,5.0,1.0,3.0,6.0,4.0,0b,,,,4.0,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scirpus sylvaticus L.,Cyperaceae,skogssäv,222666.0,Resident,Not Red-listed,0.0,0,3.0,1.0,8.0,3.0,6.0,6.0,5.0,10.0,6.0,5.0,4.0,1.0,2.0,1.0,4.0,0b,9.0,2.0,,3.0,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
Scleranthus annuus L.,Caryophyllaceae,grönknavel,220914.0,Resident,Not Red-listed,0.0,0,1.0,2.0,10.0,2.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,1.0,4.0,9.0,1.0,0c,6.0,3.0,,3.0,Passive,0.0,C3,None,0.0,0.0,,1,2,1,0,1,1.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scleranthus perennis L.,Caryophyllaceae,vitknavel,220915.0,Resident,Not Red-listed,0.0,0,1.0,2.0,10.0,3.0,5.0,5.0,6.0,1.0,3.0,2.0,5.0,1.0,3.0,6.0,4.0,1,7.0,2.0,,2.0,Passive,0.0,C3,None,0.0,0.0,,3,0,0,4,1,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scolochloa festucacea (Willd.) Link,Poaceae,kasgräs,1471.0,Resident,NT,0.0,0,1.0,1.0,9.0,8.0,9.0,8.0,7.0,9.0,7.0,6.0,4.0,1.0,3.0,2.0,4.0,0b,,,3,2.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scopolia carniolica Jacq.,Solanaceae,dårört,223475.0,Resident,Not Red-listed,4.0,11,1.0,3.0,11.0,5.0,7.0,6.0,3.0,3.0,7.0,7.0,5.0,1.0,3.0,,4.0,,3.0,6.0,3,,,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Scorzonera hispanica L.,Asteraceae,svartrot,220298.0,Non-resident,Not Red-listed,,,2.0,5.0,12.0,2.0,3.0,5.0,6.0,3.0,7.0,5.0,3.0,1.0,2.0,,4.0,1,,,,,AirP,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scorzonera humilis L.,Asteraceae,svinrot,220299.0,Resident,NT,0.0,0,2.0,5.0,10.0,3.0,5.0,5.0,5.0,4.0,6.0,3.0,3.0,1.0,6.0,3.0,4.0,1,7.0,2.0,3,1.0,AirP,0.0,C3,AM,0.0,0.0,,0,0,1,1,3,1.0,0,0.0,0,1,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Scorzoneroides autumnalis (L.) Moench,Asteraceae,höstfibbla,220227.0,Resident,Not Red-listed,0.0,0,4.0,5.0,2.0,4.0,10.0,5.0,6.0,5.0,6.0,5.0,3.0,2.0,7.0,5.0,4.0,1,11.0,4.0,,2.0,AirP,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,1,2,0.0,0.0,0,0,0,0,1,0,1,2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Scrophularia chrysantha Jaub. & Spach,Scrophulariaceae,guldflenört,221809.0,Resident,Not Red-listed,5.0,11.3,2.0,6.0,12.0,5.0,6.0,6.0,4.0,3.0,7.0,8.0,5.0,1.0,3.0,7.0,2.0,,5.0,4.0,3,3.0,Passive,,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Scrophularia nodosa L.,Scrophulariaceae,flenört,221812.0,Resident,Not Red-listed,0.0,0,3.0,4.0,8.0,3.0,6.0,4.0,4.0,5.0,5.0,7.0,4.0,1.0,2.0,6.0,4.0,2a,9.0,2.0,,4.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,2,0,0,0,0,0,0,0
Scrophularia umbrosa Dumort.,Scrophulariaceae,strandflenört,221816.0,Resident,CR,0.0,0,3.0,4.0,13.0,3.0,4.0,5.0,5.0,9.0,7.0,8.0,5.0,1.0,1.0,6.0,4.0,1a,12.0,5.0,3,2.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
Scrophularia vernalis L.,Scrophulariaceae,vårflenört,1472.0,Resident,Not Red-listed,2.0,6.8,2.0,6.0,11.0,3.0,5.0,6.0,5.0,4.0,7.0,8.0,5.0,1.0,3.0,7.0,2.0,1a,5.0,4.0,3,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0
Scutellaria altissima L.,Lamiaceae,stor frossört,221818.0,Resident,Not Red-listed,4.0,2.5,1.0,5.0,12.0,4.0,5.0,6.0,4.0,5.0,5.0,6.0,3.0,1.0,2.0,4.0,4.0,1b,9.0,2.0,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Scutellaria galericulata L.,Lamiaceae,frossört,221819.0,Resident,Not Red-listed,0.0,0,2.0,5.0,7.0,3.0,7.0,5.0,4.0,7.0,4.0,6.0,4.0,2.0,4.0,7.0,4.0,0c,9.0,2.0,,2.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,1,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
Scutellaria hastifolia L.,Lamiaceae,toppfrossört,221820.0,Resident,Not Red-listed,0.0,0,1.0,5.0,11.0,4.0,6.0,8.0,6.0,6.0,7.0,4.0,2.0,2.0,5.0,3.0,4.0,1b,11.0,4.0,2,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,4,0.0,0.0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scutellaria minor Huds.,Lamiaceae,småfrossört,1473.0,Resident,EN,0.0,0,1.0,5.0,13.0,4.0,5.0,1.0,6.0,7.0,3.0,3.0,3.0,2.0,6.0,,4.0,0c,,,,2.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,10.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Securigera varia (L.) Lassen,Fabaceae,rosenkronill,221304.0,Resident,Not Red-listed,4.0,11.4,3.0,5.0,13.0,3.0,4.0,5.0,7.0,2.0,8.0,3.0,2.0,1.0,1.0,6.0,4.0,2a,9.0,2.0,2,3.0,Passive,1.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Sedum acre L.,Crassulaceae,gul fetknopp,223397.0,Resident,Not Red-listed,0.0,0,3.0,5.0,5.0,2.0,7.0,4.0,7.0,1.0,6.0,4.0,3.0,2.0,5.0,4.0,4.0,1,8.0,1.0,,2.0,Passive,0.0,CAM,None,0.0,0.0,,0,1,2,0,0,1.0,1,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sedum album L.,Crassulaceae,vit fetknopp,223398.0,Resident,Not Red-listed,0.0,0,3.0,5.0,11.0,2.0,4.0,4.0,7.0,1.0,7.0,3.0,1.0,2.0,5.0,5.0,4.0,1,9.0,2.0,,2.0,Passive,0.0,CAM,None,0.0,0.0,,0,1,4,0,0,2.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sedum anglicum Huds.,Crassulaceae,engelsk fetknopp,1477.0,Resident,NT,0.0,0,2.0,5.0,10.0,4.0,6.0,1.0,7.0,4.0,5.0,,4.0,2.0,5.0,,4.0,,9.0,2.0,,,Passive,0.0,CAM,None,0.0,0.0,,0,5,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sedum annuum L.,Crassulaceae,liten fetknopp,223400.0,Resident,Not Red-listed,0.0,0,2.0,4.0,3.0,3.0,9.0,3.0,5.0,1.0,4.0,3.0,4.0,1.0,5.0,7.0,1.0,0c,8.0,1.0,,2.0,Passive,0.0,CAM,None,0.0,0.0,,4,5,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sedum forsterianum Sm.,Crassulaceae,tofsfetknopp,223402.0,Resident,Not Red-listed,5.0,14,2.0,5.0,11.0,3.0,5.0,3.0,6.0,2.0,5.0,3.0,3.0,2.0,4.0,5.0,4.0,1,,,,,Passive,0.0,CAM,None,0.0,0.0,,0,5,0,0,5,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sedum hispanicum L.,Crassulaceae,blek fetknopp,223404.0,Resident,Not Red-listed,4.0,14,2.0,4.0,12.0,2.0,3.0,7.0,5.0,3.0,6.0,4.0,4.0,2.0,4.0,7.0,2.0,1,8.0,1.0,,,Passive,0.0,CAM,None,0.0,0.0,,0,2,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Sedum lydium Boiss.,Crassulaceae,lydisk fetknopp,223405.0,Resident,Not Red-listed,4.0,13.6,2.0,4.0,10.0,5.0,7.0,7.0,6.0,2.0,6.0,3.0,4.0,2.0,5.0,6.0,4.0,,,,2,,Passive,0.0,CAM,None,0.0,0.0,,0,7,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sedum rupestre L.,Crassulaceae,stor fetknopp,223407.0,Resident,Not Red-listed,0.0,0,3.0,5.0,10.0,3.0,5.0,4.0,6.0,3.0,6.0,3.0,3.0,2.0,4.0,6.0,4.0,1,9.0,2.0,,2.0,Passive,0.0,CAM,None,0.0,0.0,,0,1,3,0,1,2.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sedum sexangulare L.,Crassulaceae,kantig fetknopp,223408.0,Resident,Not Red-listed,0.0,0,3.0,5.0,11.0,3.0,5.0,6.0,6.0,3.0,6.0,4.0,4.0,2.0,6.0,6.0,4.0,1,10.0,3.0,,3.0,Passive,0.0,CAM,None,0.0,0.0,,0,2,2,0,3,1.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sedum villosum L.,Crassulaceae,klibbig fetknopp,1478.0,Resident,NT,0.0,0,2.0,4.0,3.0,15.0,16.0,,7.0,7.0,6.0,6.0,4.0,1.0,5.0,8.0,4.0,1,,,,,Passive,0.0,CAM,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selaginella selaginoides (L.) P. Beauv. ex Schrank & Mart.,Selaginellaceae,dvärglummer,223414.0,Resident,Not Red-listed,0.0,0,1.0,1.0,2.0,9.0,13.0,5.0,6.0,7.0,7.0,3.0,1.0,1.0,5.0,3.0,4.0,0b,,,,,AirD,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,2,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selinum carvifolia (L.) L.,Apiaceae,krusfrö,219716.0,Resident,NT,0.0,0,3.0,5.0,10.0,4.0,6.0,6.0,5.0,5.0,7.0,4.0,3.0,2.0,3.0,3.0,4.0,2,11.0,4.0,4,1.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,6,4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selinum dubium (Schkuhr) Leute,Apiaceae,slidsilja,383.0,Resident,Not Red-listed,0.0,0,2.0,6.0,12.0,6.0,7.0,8.0,7.0,6.0,7.0,3.0,2.0,3.0,5.0,,4.0,2,,,,1.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,6,2,0.0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selinum silaifolium (Jacq.) G. Beck,Apiaceae,karstsilja,219718.0,Resident,Not Red-listed,6.0,11.3,2.0,5.0,13.0,3.0,4.0,6.0,4.0,4.0,8.0,,2.0,2.0,3.0,,4.0,2,,,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
